Locus	AP_F_mean	AP_NF_mean	log2FC	FDR
ENSMUSG00000026269	239.959268595862	119.405770822159	1.00691697621384	0
ENSMUSG00000014602	7926.93350375116	1763.42710347502	2.16838093529641	0
ENSMUSG00000047216	38.8204833737462	157.780519570412	-2.02302910646346	0
ENSMUSG00000004451	105.568307461107	29.5384395009465	1.8375112734281	0
ENSMUSG00000042268	14.4074349343522	1.61144564947941	3.16038606896385	0
ENSMUSG00000042046	234.732672777351	115.390627145398	1.02449262392893	0
ENSMUSG00000026439	184.716717570739	44.8154891803403	2.04324509217451	0
ENSMUSG00000053024	3920.89079996718	1019.83725718735	1.9428425128968	0
ENSMUSG00000054387	113.473375923723	345.8388423161	-1.60774607198544	0
ENSMUSG00000026459	16.4657694358431	1.61055891634292	3.35383658734747	0
ENSMUSG00000026457	275.606784666227	129.954829110599	1.08460115835241	0
ENSMUSG00000026424	227.994826166271	81.0129403867386	1.49277680944243	0
ENSMUSG00000041889	347.455529188148	170.573889225168	1.02643151768305	0
ENSMUSG00000026421	2761.67114221673	644.216781719408	2.09992338650905	0
ENSMUSG00000026418	173.149095891043	58.0369618687287	1.57697095044546	0
ENSMUSG00000026413	14.7695391551402	1.61065969180664	3.19690119970935	0
ENSMUSG00000041483	10.2402834835977	223.367118875849	-4.44708926776655	0
ENSMUSG00000102142	7.72881407394662	57.5791513741944	-2.89722756003268	0
ENSMUSG00000026484	10.5230695376602	89.3306844697224	-3.08560022176084	0
ENSMUSG00000042751	110.770053651006	10.8216163523858	3.35557999978656	0
ENSMUSG00000040782	35.0468417102103	160.246306205701	-2.19293475710799	0
ENSMUSG00000026709	111.479549423451	22.5017884828283	2.30866749737844	0
ENSMUSG00000026584	127.510311186885	45.5380732715734	1.48546875902402	0
ENSMUSG00000040848	191.730176208666	95.8608290468211	1.00006409692798	0
ENSMUSG00000013698	1765.69724554174	321.516713636121	2.45727235188026	0
ENSMUSG00000044708	1536.54849466834	700.957736615525	1.13229393378163	0
ENSMUSG00000039630	375.033222235995	1115.92992805511	-1.573156132486	0
ENSMUSG00000038855	8.11811635824978	64.640832148517	-2.99322884695365	0
ENSMUSG00000104210	13.9398393217063	1.61141177875143	3.11281682070799	0
ENSMUSG00000062169	242.823524831203	29.5505881559263	3.0386494469069	0
ENSMUSG00000073481	84.791115597802	24.2179514901232	1.80783626952562	0
ENSMUSG00000103370	13.4541194619711	1.61137596465978	3.0616829267092	0
ENSMUSG00000026662	83.5030108315179	19.865876151315	2.07153579466191	0
ENSMUSG00000025781	255.959757993257	106.158013574943	1.26970372704895	0
ENSMUSG00000026767	95.3368861345593	34.2413036679708	1.47729687483126	0
ENSMUSG00000048707	654.347699112372	192.825029351249	1.76276511025577	0
ENSMUSG00000015090	3206.23654849405	859.258195583624	1.89971725585631	0
ENSMUSG00000015087	322.024133539737	70.3903520158462	2.19371920671409	0
ENSMUSG00000026932	822.572695912037	177.856540647317	2.20942915423135	0
ENSMUSG00000036327	183.126915931761	14.8183056014775	3.62739145626188	0
ENSMUSG00000026923	22.1040392142487	248.704974136427	-3.49205343012968	0
ENSMUSG00000059316	154.124837521881	51.5024584543856	1.5813861680758	0
ENSMUSG00000019715	117.589813247821	35.1211059959308	1.74335290307547	0
ENSMUSG00000001864	244.315932272734	27.8996586512775	3.13042857127287	0
ENSMUSG00000002546	230.96459604334	79.0082543084531	1.54759643125359	0
ENSMUSG00000026825	251.524643490375	61.0597348308774	2.04240652772618	0
ENSMUSG00000026819	153.404394494129	32.4087150310183	2.24288608587874	0
ENSMUSG00000026797	150.535488517262	45.3563672444326	1.73072664093553	0
ENSMUSG00000026796	353.212697269189	62.2759024265849	2.50379127832381	0
ENSMUSG00000038900	272.673965114552	96.0043712931573	1.50600495687223	0
ENSMUSG00000026885	69.8286594531088	3.02492648241308	4.52884729184492	0
ENSMUSG00000000247	127.779427756825	24.9757123224069	2.35505785359022	0
ENSMUSG00000026826	2.79905842362892	44.6785076617076	-3.99656749301783	0
ENSMUSG00000026977	23.7774414618349	153.434630827767	-2.68995875242703	0
ENSMUSG00000059742	194.45972925576	9.49645869647726	4.35593798612124	0
ENSMUSG00000085001	26.0599045898553	1.61127540082395	4.01555679481056	0
ENSMUSG00000059005	139.869022730004	289.748456052188	-1.05072449445275	0
ENSMUSG00000027011	177.954630738707	64.3556832796326	1.46737001093417	0
ENSMUSG00000068824	17.6714541988512	1.61166701464853	3.45479515977271	0
ENSMUSG00000005506	322.788088720962	141.043369532799	1.19444849613404	0
ENSMUSG00000002102	157.869960995272	48.3851475547103	1.70610051907766	0
ENSMUSG00000040479	152.881054160662	76.3438990195375	1.00182485671168	0
ENSMUSG00000027223	2313.76741605162	527.391593832197	2.13329736832258	0
ENSMUSG00000027215	501.024493766631	134.953198482647	1.8924219646374	0
ENSMUSG00000027131	83.6166961913098	17.6596660678132	2.24333297880755	0
ENSMUSG00000040035	83.1894641756717	9.82706018031699	3.08156902873226	0
ENSMUSG00000027298	1156.77822687648	274.792734600562	2.07369653739872	0
ENSMUSG00000027254	3091.72083478849	1277.69520357457	1.27486633789524	0
ENSMUSG00000027201	9.33168656554591	167.173912099827	-4.16306806802668	0
ENSMUSG00000027365	44.4269558778274	304.337588344384	-2.77616533346743	0
ENSMUSG00000003660	406.958871273691	174.827456977008	1.21895121734247	0
ENSMUSG00000027375	6176.33316562042	2938.97462151758	1.07143767583759	0
ENSMUSG00000037703	103.003172659128	29.9146896045927	1.78376277660983	0
ENSMUSG00000068267	1339.53265357043	84.6608733068974	3.98389056908342	0
ENSMUSG00000027346	11.4506460071957	156.799072281119	-3.77541612584957	0
ENSMUSG00000039913	16.8325502049229	169.78457695642	-3.33437973907404	0
ENSMUSG00000015932	484.327909697681	133.487235467775	1.85928234874513	0
ENSMUSG00000037259	109.30531880468	26.0149854338851	2.07094879971789	0
ENSMUSG00000027429	447.94020634925	66.5895614066368	2.74993822289107	0
ENSMUSG00000027445	20.3823550171397	1.76018938592094	3.53351818519738	0
ENSMUSG00000033096	155.428781350251	20.7428950639055	2.90556450918306	0
ENSMUSG00000033059	153.022334177723	64.9411015232529	1.23653847421656	0
ENSMUSG00000032966	753.449107099119	237.789515747929	1.66382495863635	0
ENSMUSG00000007659	484.527777673863	224.974542056028	1.1068176203827	0
ENSMUSG00000061411	370.153566896097	140.735498100664	1.39513766143522	0
ENSMUSG00000027597	91.9966644990114	10.2757603548337	3.16233640460126	0
ENSMUSG00000038375	2656.26501356953	326.681056892271	3.02344438506386	0
ENSMUSG00000038324	365.357154141192	176.078194402806	1.05309120108375	0
ENSMUSG00000074649	86.3088397658448	15.5549538640599	2.47213421218959	0
ENSMUSG00000027620	320.210456748792	843.444830737953	-1.39727328463555	0
ENSMUSG00000027634	425.881822508227	116.066616693068	1.87550007297788	0
ENSMUSG00000017858	91.9891430239484	21.9150371245436	2.06954247498124	0
ENSMUSG00000017721	441.447722940976	111.002156670849	1.9916548942645	0
ENSMUSG00000017760	491.284981663689	225.966368919961	1.12045206820869	0
ENSMUSG00000017999	132.644340829053	23.7450938440375	2.48186176232259	0
ENSMUSG00000027544	5.84233915734567	64.9873213269143	-3.47554026711613	0
ENSMUSG00000027546	537.675798878932	192.589300916912	1.48120897837745	0
ENSMUSG00000074569	15.2955028843414	1.61150840577725	3.24662392172921	0
ENSMUSG00000039001	230.934653146156	63.2400774437686	1.86857363496848	0
ENSMUSG00000027570	137.60831204569	44.949796898124	1.61418111456181	0
ENSMUSG00000016349	122.113741562968	26.8307907515488	2.18626407800856	0
ENSMUSG00000039278	655.53869483645	121.665470468896	2.42976116273277	0
ENSMUSG00000031161	114.408903752853	29.6266330780147	1.94923274722238	0
ENSMUSG00000031166	221.304513114523	75.3409834212397	1.55452610272439	0
ENSMUSG00000031169	85.9894234556624	16.1201571767257	2.41529341115716	0
ENSMUSG00000008035	423.507584124481	115.889985111471	1.86963190734469	0
ENSMUSG00000000787	200.698755019979	522.543591072048	-1.38051972581208	0
ENSMUSG00000025037	185.132327996968	51.6310815682091	1.84224511698136	0
ENSMUSG00000031065	418.766875942159	119.44592632605	1.80978967911548	0
ENSMUSG00000031093	7.05084884738546	55.6275252568537	-2.97993006651589	0
ENSMUSG00000031095	6.38144343669572	52.0458042652348	-3.02782717034952	0
ENSMUSG00000050029	5.5468335619139	59.8646904281428	-3.43196897736495	0
ENSMUSG00000067924	361.855100653181	35.8596574018945	3.33497849767588	0
ENSMUSG00000061273	272.671066583977	97.6482428347825	1.48149563409265	0
ENSMUSG00000031378	11.6999254785928	57.0449273407334	-2.28559926135301	0
ENSMUSG00000031394	98.008650360286	6.79287525544719	3.85081482298144	0
ENSMUSG00000031328	231.189200578747	88.6925937770549	1.38218846428047	0
ENSMUSG00000008682	517.573811818728	152.669392643334	1.76135376398285	0
ENSMUSG00000016382	163.557237739098	63.9561500343041	1.35464060231992	0
ENSMUSG00000084289	62.5894275026983	8.39635893716416	2.89808323315919	0
ENSMUSG00000035232	153.726424923733	60.459321594686	1.34632848363868	0
ENSMUSG00000025151	457.677952321191	105.6664625461	2.11481524206556	0
ENSMUSG00000071719	76.7955177665418	2.21285352021091	5.1170422490765	0
ENSMUSG00000000881	66.2269733176819	6.9004380306337	3.26265907591224	0
ENSMUSG00000031311	293.972902023332	83.1683707550192	1.82157630032955	0
ENSMUSG00000031314	40.4965088928821	171.563362287031	-2.08287204801826	0
ENSMUSG00000079435	217.927345350955	46.1773561297551	2.23858975651443	0
ENSMUSG00000043384	9.94861786618421	75.6379885415824	-2.92654298279702	0
ENSMUSG00000042712	113.473486929407	30.4842195407033	1.89622073572401	0
ENSMUSG00000031422	23.8128789900661	163.888178330794	-2.78289783406134	0
ENSMUSG00000031284	7.52476639064021	78.5317961240436	-3.38355819514552	0
ENSMUSG00000031290	9.00497245960206	76.0535883861076	-3.07822255030253	0
ENSMUSG00000064818	14.6731967099085	1.61064922310563	3.18746897696465	0
ENSMUSG00000025658	191.504959907224	61.7078110374821	1.63385673404714	0
ENSMUSG00000031309	7.92664045247625	72.4592086274564	-3.19238760606432	0
ENSMUSG00000044583	22.1030976653349	149.429814434549	-2.75714754813415	0
ENSMUSG00000040209	56.5626714910953	220.543905999875	-1.96314373060621	0
ENSMUSG00000036580	610.762930164019	238.944311138826	1.35393808155189	0
ENSMUSG00000027763	173.817677475235	610.563562226713	-1.81256668012924	0
ENSMUSG00000027829	35.8379562056525	509.552021623948	-3.82966917303606	0
ENSMUSG00000027809	140.976091257267	46.5457623765222	1.59872877759734	0
ENSMUSG00000033910	96.0700327881655	14.468844134867	2.73113680537511	0
ENSMUSG00000028086	221.99399037994	64.9090376674261	1.77402934952536	0
ENSMUSG00000028081	472.563808305147	185.087513674145	1.35230157176262	0
ENSMUSG00000015852	13.4078016021101	152.364799531139	-3.50638502742491	0
ENSMUSG00000004897	211.370143542312	44.7111366790275	2.24106547883515	0
ENSMUSG00000019710	127.041843514293	40.2090154991624	1.65971283490597	0
ENSMUSG00000028069	81.172404093139	5.93465628805165	3.77375296044655	0
ENSMUSG00000028070	98.0133252397949	24.8811747218394	1.97792330034434	0
ENSMUSG00000068922	56.8417207035482	8.52103718240869	2.73784927688625	0
ENSMUSG00000047824	119.82578816633	37.8222779378195	1.66363026865978	0
ENSMUSG00000027940	530.251179417937	261.608373953977	1.01926720316616	0
ENSMUSG00000090733	435.563574127537	100.380176399396	2.11740892105842	0
ENSMUSG00000001016	294.843114406882	54.2868369190184	2.44127317145028	0
ENSMUSG00000015711	82.6095869424738	12.0750919946083	2.7742750375276	0
ENSMUSG00000015522	10.3828807832257	141.001527630668	-3.76343210562686	0
ENSMUSG00000038642	39.562890964587	338.542471334693	-3.09711707969682	0
ENSMUSG00000038374	139.19274296008	41.2088264510322	1.75605871178986	0
ENSMUSG00000027879	129.142614110899	28.3008534398308	2.19004767089321	0
ENSMUSG00000004035	210.526775716837	36.1120437269837	2.54345175755928	0
ENSMUSG00000068747	1137.39984261135	549.565537836423	1.04937606620477	0
ENSMUSG00000053931	251.525270793358	96.4936855869847	1.38219691254815	0
ENSMUSG00000041084	93.2413886767262	25.2703059143311	1.88352736199209	0
ENSMUSG00000040943	8.83588836352837	234.920860027635	-4.73265582316136	0
ENSMUSG00000028173	193.22774365879	95.0601935505609	1.02338900713985	0
ENSMUSG00000042228	14.2260346211372	166.417198364083	-3.54819905153801	0
ENSMUSG00000028249	18.1732467039898	239.047054786515	-3.71740654144011	0
ENSMUSG00000028407	38.6492714793076	2.20411805032444	4.13216781990729	0
ENSMUSG00000028416	312.7747777951	58.9994825242269	2.40634997221491	0
ENSMUSG00000028423	262.189524259536	114.302517323939	1.19775286718684	0
ENSMUSG00000028433	299.62350962968	101.674114442684	1.55919840239552	0
ENSMUSG00000035637	147.864401018245	29.032320396058	2.34854297080798	0
ENSMUSG00000044813	84.817952302458	16.7045704546848	2.34412676808283	0
ENSMUSG00000066191	105.577861789869	16.726234813698	2.65812272648934	0
ENSMUSG00000028431	157.049426448275	68.2423974856551	1.20247843692173	0
ENSMUSG00000051675	128.509395755185	25.9018370688751	2.31074751482854	0
ENSMUSG00000083087	17.1576119522543	1.61070892227163	3.41308106074763	0
ENSMUSG00000066113	296.032602015132	132.860325890242	1.1558457100497	0
ENSMUSG00000038368	183.669174814751	72.7950875050931	1.33519651919011	0
ENSMUSG00000062627	32.456352434856	170.527779942106	-2.39343400290155	0
ENSMUSG00000035212	202.916229527297	61.0978728437626	1.73169020069587	0
ENSMUSG00000028520	18.0344861059522	1.61169015472177	3.48411199456438	0
ENSMUSG00000028618	637.42456426664	202.694926763792	1.65294463680504	0
ENSMUSG00000028692	211.985856575899	75.2274471116369	1.49463697564853	0
ENSMUSG00000028691	639.425868412966	252.500581967691	1.34049039750182	0
ENSMUSG00000033985	152.370879634116	46.5578280579525	1.71049154585808	0
ENSMUSG00000047675	412.090812343386	81.3480048851175	2.34078343039719	0
ENSMUSG00000028677	1062.89432726654	210.694612636168	2.33477284086267	0
ENSMUSG00000033423	176.160161210061	84.4446251505293	1.06081018988193	0
ENSMUSG00000028542	798.787569965795	254.487632990614	1.65021633379466	0
ENSMUSG00000033326	704.662164740487	180.099067015791	1.96814104633186	0
ENSMUSG00000032897	111.910460978745	32.0054447428526	1.80595563912072	0
ENSMUSG00000046093	231.037650165477	69.3834990901556	1.73546346971754	0
ENSMUSG00000028799	115.282485108191	27.7094767374855	2.05672196817777	0
ENSMUSG00000057572	71.2527393253548	15.7398265959913	2.17852583300711	0
ENSMUSG00000047945	376.919576239369	94.7700275972434	1.99175396380636	0
ENSMUSG00000028782	122.925304734081	38.2320250947653	1.68492840686316	0
ENSMUSG00000028911	304.322486887526	82.1408559016012	1.88942905561046	0
ENSMUSG00000066043	203.9114434756	85.6888500961379	1.25076334443332	0
ENSMUSG00000028884	89.6034914697213	5.19476067671785	4.10842575848237	0
ENSMUSG00000028879	313.726309199397	125.463426919245	1.32223964497116	0
ENSMUSG00000028851	120.825995679416	27.4351130664495	2.13883545688314	0
ENSMUSG00000037348	116.259210911173	23.8197269315799	2.28711624226849	0
ENSMUSG00000028822	205.141605844174	50.2753932763538	2.02869575494987	0
ENSMUSG00000028759	511.366491328523	170.783616194394	1.58218804782861	0
ENSMUSG00000028745	22.768478986072	122.835377565776	-2.43161630546333	0
ENSMUSG00000029001	182.316568833131	62.0615388657611	1.5546743034892	0
ENSMUSG00000041556	140.616351611369	22.9345964171955	2.61616694287693	0
ENSMUSG00000041459	13.6174634237194	143.620781230566	-3.39873461799996	0
ENSMUSG00000044700	214.464154047267	28.2358470080613	2.92513671854914	0
ENSMUSG00000039911	276.35053603906	105.095219820064	1.39480236010678	0
ENSMUSG00000063524	393.020051015403	109.366324717296	1.84543433512671	0
ENSMUSG00000028967	291.045614801696	120.779604957991	1.2688684212132	0
ENSMUSG00000028937	346.469352468054	79.0591292182273	2.13172377191209	0
ENSMUSG00000028936	191.406228613392	71.9471173135922	1.41162898865451	0
ENSMUSG00000028931	85.3891567981457	14.4851533207616	2.55947792467767	0
ENSMUSG00000029030	375.429873579308	109.559724490585	1.77682590915882	0
ENSMUSG00000029048	138.694253036714	51.0744899343537	1.44123321271532	0
ENSMUSG00000073680	2265.43496859721	816.007984461948	1.47313290371434	0
ENSMUSG00000095567	166.058842006724	52.2704209370906	1.66762786037886	0
ENSMUSG00000058503	6.86749937967749	63.2552479244714	-3.20332839679142	0
ENSMUSG00000039968	9.79841600837764	82.4654288139805	-3.07316898887556	0
ENSMUSG00000029004	81.6243048750958	525.183476380127	-2.68575082044144	0
ENSMUSG00000028969	360.626933554962	67.5464703960619	2.41655485961161	0
ENSMUSG00000028962	360.696727580319	132.175494417781	1.44833161104239	0
ENSMUSG00000028959	130.526746094606	27.4257529129174	2.25074232590857	0
ENSMUSG00000101856	39.1089115997159	2.5860739950127	3.91866192594866	0
ENSMUSG00000002221	135.559545563488	43.9024134739572	1.62655454839212	0
ENSMUSG00000044576	103.001479041186	26.9537453549716	1.93410739225293	0
ENSMUSG00000075703	288.389384446683	92.4150145687946	1.6418188913309	0
ENSMUSG00000029111	129.777616293439	21.1151393691855	2.61969189779223	0
ENSMUSG00000029106	1413.12855690396	688.195791743943	1.03800174304277	0
ENSMUSG00000029094	218.186748740291	66.1845483739571	1.72099713838701	0
ENSMUSG00000029093	162.90213406857	32.521869822923	2.32452339205414	0
ENSMUSG00000029122	46.7921004837977	5.72773127861902	3.03022927827462	0
ENSMUSG00000039682	509.457547688946	151.560801937783	1.74906525528828	0
ENSMUSG00000029176	242.049879608992	53.0220901811535	2.19063892778231	0
ENSMUSG00000090061	14.9952143660674	1.61058708292976	3.21884357348444	0
ENSMUSG00000072889	129.472276833324	44.6926588497416	1.53453343382638	0
ENSMUSG00000036323	26.4392017469049	99.6829176705468	-1.9146676763471	0
ENSMUSG00000029249	162.014098697417	61.7590445047437	1.3913970264843	0
ENSMUSG00000029250	181.344836346191	68.3310943287562	1.40812152926487	0
ENSMUSG00000070697	94.7107417972319	23.0615317388413	2.03803972147949	0
ENSMUSG00000044221	137.277782448618	55.8385862588683	1.29776383274121	0
ENSMUSG00000029385	152.17039520127	66.871835357003	1.18621709033876	0
ENSMUSG00000029319	115.862114910679	23.0837679630351	2.3274582654615	0
ENSMUSG00000079065	5.22822308103823	121.214178616066	-4.53509395255312	0
ENSMUSG00000097392	4.05270508437599	46.0317693696018	-3.50567279865265	0
ENSMUSG00000029279	87.156442055732	20.9173459757018	2.05890749134928	0
ENSMUSG00000063406	7.31378902578361	135.266765519454	-4.20904459729978	0
ENSMUSG00000062234	19.1303846538521	141.834025531431	-2.89026588475009	0
ENSMUSG00000013495	107.49711233822	32.9395171362875	1.70640659394383	0
ENSMUSG00000029500	60.7834190564257	7.18886489227278	3.07984193344978	0
ENSMUSG00000025825	117.442578443806	22.5690739407935	2.37953642003621	0
ENSMUSG00000029592	317.453736441439	130.6862757391	1.28043871679363	0
ENSMUSG00000041930	168.959818109745	53.7170702200436	1.65322766063794	0
ENSMUSG00000011884	551.88408684116	253.373853458624	1.12309763174133	0
ENSMUSG00000041870	593.143041334265	219.46231380978	1.43440684389542	0
ENSMUSG00000098343	15.3088121898936	1.61055563388474	3.24873194640911	0
ENSMUSG00000041697	537.18145293461	174.748969179593	1.6201255488631	0
ENSMUSG00000096243	12251.0587150349	3828.68974255193	1.67798376838875	0
ENSMUSG00000094377	15588.8295627601	3871.63327256166	2.0094984022127	0
ENSMUSG00000067274	743.407108006306	109.60682897793	2.76181479521872	0
ENSMUSG00000029364	309.040333768127	131.636598864159	1.23123448412036	0
ENSMUSG00000029442	21.8953433780292	2.11646512244547	3.37089545574551	0
ENSMUSG00000049550	39.2655565338838	107.30608095794	-1.45039558436866	0
ENSMUSG00000029422	12.8667962768781	248.386486010295	-4.27086189827409	0
ENSMUSG00000029402	69.1405776718831	6.23042723903156	3.47212965574869	0
ENSMUSG00000008348	923.89630882043	310.520935151786	1.57304040603972	0
ENSMUSG00000029432	181.888671355784	49.8884793425953	1.8662770896916	0
ENSMUSG00000070493	362.685002054632	81.7992644521165	2.14855731197278	0
ENSMUSG00000095789	34.9287550085463	1.92849147567988	4.1788705465114	0
ENSMUSG00000058905	85.8987283944654	9.53993908237175	3.17058481553235	0
ENSMUSG00000063146	700.239535896621	181.706463501285	1.94623878064112	0
ENSMUSG00000029723	610.67578203727	131.989564632318	2.20998276078754	0
ENSMUSG00000029729	9.3316610811804	103.3839829552	-3.46973496859707	0
ENSMUSG00000095016	25.4196042819832	1.61056603453836	3.98030185272266	0
ENSMUSG00000029547	346.041346393777	107.737914933727	1.68341837720196	0
ENSMUSG00000036565	212.539676925535	105.396218337598	1.01190908545401	0
ENSMUSG00000000149	1686.68992972233	605.428925626228	1.47816527249968	0
ENSMUSG00000029578	403.714639484434	95.0413707104682	2.08670835440718	0
ENSMUSG00000066640	290.439842211238	51.9880631838647	2.48198706048812	0
ENSMUSG00000066621	285.990835804352	59.4787693046409	2.26552221698201	0
ENSMUSG00000038780	367.652759060536	167.818264728961	1.13144406971347	0
ENSMUSG00000001687	90.0432468453288	457.082923849711	-2.34376593774148	0
ENSMUSG00000041298	207.500173199086	86.4614496169953	1.26298361082197	0
ENSMUSG00000032667	160.907278740314	61.3524406359207	1.39103694734661	0
ENSMUSG00000015733	48.3558338165162	257.523983662654	-2.41294494220739	0
ENSMUSG00000029672	145.214549029687	37.2690799524624	1.9621348946747	0
ENSMUSG00000039904	2083.5214284203	924.879661941713	1.17168636698679	0
ENSMUSG00000039130	91.9742675143746	19.5279148239959	2.23569237401921	0
ENSMUSG00000038871	372.374440085768	118.211706732683	1.65538113373844	0
ENSMUSG00000038648	324.629842259035	127.714529930291	1.34587296058205	0
ENSMUSG00000029826	6.38139491005454	55.3918100649588	-3.11772896041815	0
ENSMUSG00000038538	141.517274809353	385.429702320955	-1.44548958263854	0
ENSMUSG00000071537	49.6851661321917	1.76213783171716	4.81741650979631	0
ENSMUSG00000002416	85.2803536234605	9.20167089759494	3.21224565662781	0
ENSMUSG00000002413	58.6081519248999	169.443425493371	-1.53163040942263	0
ENSMUSG00000029864	83.5798048704619	9.14640964577276	3.19187694991856	0
ENSMUSG00000029861	290.258513552373	46.2113122585576	2.65102042001725	0
ENSMUSG00000064945	20654.5018924247	3820.62207009948	2.4345768075768	0
ENSMUSG00000051499	17.6714541988512	1.61166701464853	3.45479515977271	0
ENSMUSG00000025821	105.138428606887	33.2707777224901	1.65996258223632	0
ENSMUSG00000071477	100.467479990303	10.1073782467792	3.31324786528457	0
ENSMUSG00000029817	47.997764004794	221.893418353341	-2.20882777198181	0
ENSMUSG00000043496	419.082583024056	58.2898992596418	2.84591675123899	0
ENSMUSG00000019124	406.234521740798	104.427013567629	1.95981788292672	0
ENSMUSG00000031668	175.341080211285	50.5869680298516	1.79332636323941	0
ENSMUSG00000052337	23.586346178429	156.438427181952	-2.72957108713024	0
ENSMUSG00000063063	310.190399136771	96.7036795071784	1.68151134407228	0
ENSMUSG00000030042	101.534351381717	19.8672405147859	2.35350449987672	0
ENSMUSG00000030035	89.1707269586607	15.2325810038887	2.54940976637813	0
ENSMUSG00000030034	91.1229616562575	15.0081718326351	2.60206638706232	0
ENSMUSG00000034930	601.8792759402	165.532174125766	1.8623624845933	0
ENSMUSG00000031865	762.14122702085	266.381362795304	1.51656520945588	0
ENSMUSG00000030007	234.743928623405	85.8389438541441	1.45138361407122	0
ENSMUSG00000068299	66.027992003404	9.37010031965085	2.81694137330674	0
ENSMUSG00000054226	224.147614075688	80.8374479221636	1.47135346183934	0
ENSMUSG00000029998	389.558955678309	78.3197683108715	2.31439327941909	0
ENSMUSG00000029993	87.4821731122878	19.3365201769249	2.17766086921963	0
ENSMUSG00000030062	447.913236761569	77.6753846405628	2.527689915887	0
ENSMUSG00000030082	266.130631134925	95.5446495570767	1.47788758087919	0
ENSMUSG00000033174	235.236340848551	96.4953598538046	1.28557947968179	0
ENSMUSG00000002870	60.6910890012274	5.69100462502116	3.41472945057919	0
ENSMUSG00000030087	145.326123933173	37.488042784634	1.95479165527003	0
ENSMUSG00000084319	265.130163630434	88.4618053465788	1.5835742232507	0
ENSMUSG00000034648	982.212942549555	427.447588034403	1.20028829977586	0
ENSMUSG00000030105	413.33776382459	175.235327459309	1.23802752712021	0
ENSMUSG00000051256	109.007230567106	25.8126164889336	2.07827554134149	0
ENSMUSG00000033940	252.754605886695	52.1138405906012	2.27799889735126	0
ENSMUSG00000030302	162.842785813428	56.3145886430398	1.53189919261044	0
ENSMUSG00000000439	137.317532484844	40.7536191660158	1.75251574813546	0
ENSMUSG00000025702	853.011467892902	324.543256362103	1.39415435834404	0
ENSMUSG00000041377	118.760143802842	40.513223662178	1.55158595451327	0
ENSMUSG00000040669	544.541194364771	189.450494175159	1.52322028941019	0
ENSMUSG00000003154	148.269795329606	52.7755027125854	1.49028440905406	0
ENSMUSG00000004264	101.728312256303	18.61028238639	2.45054940341559	0
ENSMUSG00000038429	181.128154444433	59.6320500088932	1.60285097614087	0
ENSMUSG00000030122	776.451090466365	73.2336868606221	3.40631571697702	0
ENSMUSG00000038252	66.4847687365646	8.78856075250479	2.91932503694724	0
ENSMUSG00000030207	494.542687572363	127.398063271107	1.95675171020541	0
ENSMUSG00000043298	207.326551839427	72.4148066211744	1.51754827119425	0
ENSMUSG00000030279	231.28058020855	109.956348884724	1.07271322531277	0
ENSMUSG00000030304	9.7982534019273	93.1650051903506	-3.24919164075922	0
ENSMUSG00000032712	7.92629455541825	73.6156063075927	-3.21529315954936	0
ENSMUSG00000030432	438.253949342417	83.5223049835384	2.39153366000135	0
ENSMUSG00000060860	95.6175367830445	27.6607177551543	1.78943664789274	0
ENSMUSG00000074406	92.6165743582026	15.6955010522746	2.56091931131008	0
